date,n_sick,calls,temp,drivers_predicted,month,year,n_sick_monthly,calls_monthly
2019-02-15,64,7002.0,5.7,1400.7867671408233,2,2019,,
2019-02-16,68,9036.0,7.5,1807.5847311578784,2,2019,,
2019-02-17,80,6126.0,6.4,1225.5876439948356,2,2019,,
2019-02-18,81,7764.0,8.1,1553.1860043979502,2,2019,,
2019-02-19,81,7638.0,6.5,1527.9861305207874,2,2019,,
2019-02-20,80,6972.0,7.1,1394.7867971700705,2,2019,,
2019-02-21,82,9480.0,8.1,1896.3842867250228,2,2019,,
2019-02-22,85,9318.0,3.4,1863.9844488829565,2,2019,,
2019-02-23,69,9042.0,0.8,1808.7847251520288,2,2019,,
2019-02-24,71,6384.0,3.9,1277.1873857433113,2,2019,,
2019-02-25,72,9324.0,5.8,1865.1844428771071,2,2019,,
2019-02-26,68,8568.0,5.5,1713.9851996141308,2,2019,,
2019-02-27,67,9522.0,7.2,1904.784244684077,2,2019,,
2019-02-28,57,6762.0,7.2,1352.7870073747995,2,2019,,
2019-03-01,60,10608.0,4.3,2121.9831576253364,3,2019,69.64516129032258,8984.129032258064
2019-03-02,60,10620.0,4.0,2124.383145613637,3,2019,,
2019-03-03,65,10026.0,9.0,2005.5837401927279,3,2019,,
2019-03-04,67,9906.0,9.7,1981.5838603097159,3,2019,,
2019-03-05,62,9312.0,5.9,1862.7844548888056,3,2019,,
2019-03-06,66,8112.0,7.0,1622.7856560586854,3,2019,,
2019-03-07,59,9684.0,10.8,1937.1840825261436,3,2019,,
2019-03-08,56,9018.0,7.7,1803.9847491754267,3,2019,,
2019-03-09,51,8826.0,7.4,1765.5849413626072,3,2019,,
2019-03-10,55,7254.0,4.5,1451.186514895149,3,2019,,
2019-03-11,58,8394.0,3.1,1679.1853737837635,3,2019,,
2019-03-12,62,9348.0,5.5,1869.984418853709,3,2019,,
2019-03-13,70,10536.0,7.4,2107.5832296955286,3,2019,,
2019-03-14,74,9120.0,5.8,1824.3846470759865,3,2019,,
2019-03-15,66,7944.0,7.6,1589.1858242224682,3,2019,,
