date,n_sick,calls,temp,drivers_predicted,month,year,n_sick_monthly,calls_monthly
2018-11-15,66,7146.0,7.6,1429.5866230004378,11,2018,,
2018-11-16,78,6558.0,5.9,1311.9872115736791,11,2018,,
2018-11-17,71,6882.0,2.1,1376.7868872578115,11,2018,,
2018-11-18,74,8610.0,1.2,1722.385157573185,11,2018,,
2018-11-19,88,9120.0,4.0,1824.3846470759865,11,2018,,
2018-11-20,79,7200.0,2.4,1440.3865689477936,11,2018,,
2018-11-21,72,8034.0,1.2,1607.1857341347275,11,2018,,
2018-11-22,72,9060.0,1.1,1812.3847071344805,11,2018,,
2018-11-23,73,6690.0,2.2,1338.3870794449922,11,2018,,
2018-11-24,63,7812.0,1.8,1562.7859563511552,11,2018,,
2018-11-25,74,7740.0,4.4,1548.3860284213479,11,2018,,
2018-11-26,72,8046.0,2.4,1609.5857221230285,11,2018,,
2018-11-27,81,6810.0,0.0,1362.3869593280042,11,2018,,
2018-11-28,78,8598.0,1.1,1719.985169584884,11,2018,,
2018-11-29,78,7716.0,0.8,1543.5860524447453,11,2018,,
2018-11-30,91,7518.0,1.0,1503.9862506377756,11,2018,,
2018-12-01,72,9678.0,4.0,1935.9840885319927,12,2018,82.19354838709677,7441.935483870968
2018-12-02,79,7812.0,6.9,1562.7859563511552,12,2018,,
2018-12-03,88,9486.0,10.9,1897.5842807191732,12,2018,,
2018-12-04,90,7896.0,6.2,1579.5858722692635,12,2018,,
2018-12-05,85,8076.0,2.4,1615.5856920937815,12,2018,,
2018-12-06,81,8220.0,5.4,1644.385547953396,12,2018,,
2018-12-07,84,8268.0,10.6,1653.9854999066006,12,2018,,
2018-12-08,73,8292.0,7.2,1658.7854758832034,12,2018,,
2018-12-09,74,6024.0,7.3,1205.187746094275,12,2018,,
2018-12-10,87,8616.0,4.7,1723.5851515673362,12,2018,,
2018-12-11,88,6942.0,3.7,1388.7868271993177,12,2018,,
2018-12-12,95,6516.0,2.7,1303.5872536146244,12,2018,,
2018-12-13,101,8010.0,1.8,1602.3857581581246,12,2018,,
2018-12-14,85,6552.0,0.6,1310.7872175795285,12,2018,,
2018-12-15,72,6102.0,0.1,1220.787668018233,12,2018,,
