date,n_sick,calls,temp,drivers_predicted,month,year,n_sick_monthly,calls_monthly
2018-08-15,53,8304.0,19.8,1661.1854638715045,8,2018,,
2018-08-16,56,9648.0,22.9,1929.98411856124,8,2018,,
2018-08-17,62,7842.0,24.6,1568.785926321908,8,2018,,
2018-08-18,66,7470.0,21.1,1494.3862986845706,8,2018,,
2018-08-19,75,9228.0,22.3,1845.9845389706973,8,2018,,
2018-08-20,79,8304.0,20.8,1661.1854638715045,8,2018,,
2018-08-21,71,9996.0,19.4,1999.5837702219744,8,2018,,
2018-08-22,79,9354.0,21.2,1871.1844128478601,8,2018,,
2018-08-23,83,9786.0,25.3,1957.583980426704,8,2018,,
2018-08-24,89,9072.0,20.0,1814.7846951227814,8,2018,,
2018-08-25,82,9558.0,16.1,1911.9842086489807,8,2018,,
2018-08-26,95,8712.0,14.7,1742.7850554737454,8,2018,,
2018-08-27,90,9138.0,17.9,1827.9846290584385,8,2018,,
2018-08-28,92,8652.0,17.6,1730.7851155322394,8,2018,,
2018-08-29,80,8064.0,20.6,1613.1857041054807,8,2018,,
2018-08-30,77,8244.0,17.2,1649.1855239299985,8,2018,,
2018-08-31,87,9780.0,15.3,1956.383986432553,8,2018,,
2018-09-01,84,10644.0,16.8,2129.18312159024,9,2018,96.73333333333333,8748.4
2018-09-02,83,10002.0,18.6,2000.7837642161253,9,2018,,
2018-09-03,85,10656.0,23.3,2131.583109578541,9,2018,,
2018-09-04,80,9270.0,20.2,1854.3844969297515,9,2018,,
2018-09-05,82,10752.0,19.7,2150.7830134849505,9,2018,,
2018-09-06,88,9966.0,19.9,1993.5838002512216,9,2018,,
2018-09-07,91,9336.0,18.4,1867.584430865408,9,2018,,
2018-09-08,85,8970.0,16.5,1794.3847972222213,9,2018,,
2018-09-09,94,8622.0,19.0,1724.7851455614866,9,2018,,
2018-09-10,102,7896.0,19.6,1579.5858722692635,9,2018,,
2018-09-11,90,9504.0,21.5,1901.1842627016247,9,2018,,
2018-09-12,91,9606.0,20.5,1921.5841606021854,9,2018,,
2018-09-13,97,8010.0,14.3,1602.3857581581246,9,2018,,
2018-09-14,100,7662.0,16.0,1532.7861064973902,9,2018,,
2018-09-15,97,7746.0,15.6,1549.5860224154983,9,2018,,
